"riwayat_pendidikan_id","pegawai_id","pendidikan_id","nama_universitas","program_studi","tahun_lulus"
671,299,5,Universitas Sriwijaya,Administrasi Negara,2005
672,300,1,,,2019
673,300,4,Universitas Sriwijaya,Matematika,2023
674,301,1,,,2009
675,301,4,Institut Teknologi Bandung,Ekonomi,2013
676,301,5,BINUS University,Manajemen,2015
677,302,1,,,2015
678,302,4,Universitas Airlangga,Ilmu Komputer,2019
679,303,1,,,1993
680,303,4,Universitas Sriwijaya,Administrasi Negara,1997
681,303,5,Telkom University,Ekonomi,1999
682,304,1,,,1999
683,304,4,Universitas Sebelas Maret,Administrasi Negara,2003
684,304,5,Universitas Sriwijaya,Akuntansi,2005
685,305,1,,,1985
686,305,4,Institut Teknologi Bandung,Administrasi Publik,1989
687,306,1,,,1997
688,306,4,Universitas Negeri Yogyakarta,Matematika,2001
689,307,1,,,2007
690,307,4,BINUS University,Statistika,2011
691,308,1,,,2012
692,308,4,Universitas Padjadjaran,Teknik Sipil,2016
693,309,1,,,1996
694,309,4,Universitas Brawijaya,Manajemen,2000
695,310,1,,,1987
696,310,4,Universitas Gadjah Mada,Administrasi Negara,1991
697,310,5,Institut Pertanian Bogor,Akuntansi,1993
698,311,1,,,2005
699,311,4,Universitas Brawijaya,Manajemen,2009
700,312,1,,,2016
701,312,4,Universitas Sriwijaya,Administrasi Negara,2020
702,313,1,,,1987
703,313,4,Universitas Diponegoro,Statistika,1991
704,314,1,,,2002
705,314,4,Universitas Negeri Jakarta,Ilmu Komputer,2006
706,315,1,,,2007
707,315,4,Universitas Brawijaya,Ekonomi,2011
708,315,5,Universitas Sebelas Maret,Administrasi Publik,2013
709,316,1,,,2001
710,316,4,Institut Teknologi Bandung,Ekonomi,2005
711,317,1,,,2011
712,317,4,Universitas Indonesia,Teknik Informatika,2015
713,318,1,,,1991
714,318,4,BINUS University,Kesehatan Masyarakat,1995
715,318,5,Institut Teknologi Bandung,Statistika,1997
716,318,6,Institut Pertanian Bogor,Teknik Industri,2001
717,319,1,,,1983
718,319,4,Universitas Hasanuddin,Administrasi Publik,1987
719,319,5,Universitas Sebelas Maret,Matematika,1989
720,320,1,,,2003
721,320,4,Universitas Gadjah Mada,Administrasi Negara,2007
722,321,1,,,1995
723,321,4,Universitas Airlangga,Matematika,1999
724,322,1,,,1986
725,322,4,Universitas Gadjah Mada,Akuntansi,1990
726,322,5,Universitas Diponegoro,Hukum,1992
727,323,1,,,2013
728,323,4,Universitas Negeri Jakarta,Teknik Industri,2017
729,323,5,Universitas Hasanuddin,Matematika,2019
730,324,1,,,2002
731,324,4,Universitas Sriwijaya,Teknik Sipil,2006
732,324,5,Universitas Sriwijaya,Matematika,2008
733,325,1,,,2003
734,325,4,Universitas Negeri Jakarta,Kesehatan Masyarakat,2007
735,326,1,,,2004
736,326,4,Universitas Indonesia,Matematika,2008
737,327,1,,,1987
738,327,4,Institut Teknologi Bandung,Sistem Informasi,1991
739,328,1,,,1986
740,328,4,Universitas Brawijaya,Akuntansi,1990
741,328,5,Universitas Negeri Yogyakarta,Sistem Informasi,1992
742,329,1,,,2013
743,329,4,Telkom University,Teknik Sipil,2017
744,330,1,,,2020
745,330,4,Institut Teknologi Bandung,Hukum,2024
746,331,1,,,1993
747,331,4,Institut Pertanian Bogor,Teknik Informatika,1997
748,332,1,,,1983
749,332,4,Universitas Sebelas Maret,Administrasi Publik,1987
750,333,1,,,1997
751,333,4,Universitas Airlangga,Hukum,2001
752,334,1,,,1999
753,334,4,Telkom University,Administrasi Publik,2003
754,335,1,,,2012
755,335,4,Universitas Airlangga,Akuntansi,2016
756,336,1,,,1994
757,336,4,Universitas Negeri Yogyakarta,Statistika,1998
758,336,5,Universitas Airlangga,Administrasi Publik,2000
759,337,1,,,2005
760,337,4,Universitas Airlangga,Hukum,2009
761,338,1,,,2011
762,338,4,Universitas Negeri Yogyakarta,Teknik Industri,2015
763,339,1,,,1995
764,339,4,Institut Pertanian Bogor,Administrasi Negara,1999
765,340,1,,,1993
766,340,4,BINUS University,Teknik Industri,1997
767,340,5,Universitas Negeri Jakarta,Akuntansi,1999
768,341,1,,,2009
769,341,4,BINUS University,Akuntansi,2013
770,342,1,,,2019
771,342,4,Universitas Diponegoro,Ekonomi,2023
772,343,1,,,1995
773,343,4,Telkom University,Teknik Industri,1999
774,343,5,Universitas Diponegoro,Matematika,2001
775,344,1,,,2009
776,344,4,Institut Teknologi Bandung,Sistem Informasi,2013
777,345,1,,,1999
778,345,4,Universitas Gadjah Mada,Teknik Industri,2003
779,346,1,,,1990
780,346,4,Universitas Brawijaya,Matematika,1994
781,347,1,,,2015
782,347,2,Institut Pertanian Bogor,Ekonomi,2018
783,348,1,,,2004
784,348,4,Institut Teknologi Bandung,Teknik Industri,2008
785,349,1,,,1986
786,349,4,Universitas Negeri Yogyakarta,Matematika,1990
787,349,5,Universitas Brawijaya,Statistika,1992
788,350,1,,,1994
789,350,4,BINUS University,Hukum,1998
790,351,1,,,2004
791,351,4,Universitas Brawijaya,Ilmu Komputer,2008
792,352,1,,,1992
793,352,4,Universitas Diponegoro,Kesehatan Masyarakat,1996
794,353,1,,,2019
795,353,4,Institut Pertanian Bogor,Administrasi Publik,2023
796,354,1,,,2012
797,354,4,Universitas Gadjah Mada,Sistem Informasi,2016
798,355,1,,,2015
799,355,4,Universitas Gadjah Mada,Manajemen,2019
800,356,1,,,1993
801,356,4,Universitas Gadjah Mada,Administrasi Negara,1997
802,356,5,Universitas Indonesia,Statistika,1999
803,357,1,,,2015
804,357,4,Institut Teknologi Bandung,Kesehatan Masyarakat,2019
805,358,1,,,2011
806,358,4,Universitas Sriwijaya,Statistika,2015
807,358,5,Universitas Diponegoro,Administrasi Negara,2017
808,359,1,,,1988
809,359,4,Universitas Diponegoro,Hukum,1992
810,359,5,Universitas Hasanuddin,Teknik Informatika,1994
811,360,1,,,2020
812,360,4,Universitas Brawijaya,Sistem Informasi,2024
813,361,1,,,2010
814,361,4,Universitas Gadjah Mada,Teknik Industri,2014
815,362,1,,,1999
816,362,4,Universitas Sebelas Maret,Ilmu Komputer,2003
817,362,5,Universitas Hasanuddin,Ilmu Komputer,2005
818,363,1,,,2019
819,363,4,Universitas Diponegoro,Teknik Informatika,2023
820,364,1,,,1985
821,364,4,Universitas Negeri Yogyakarta,Hukum,1989
822,365,1,,,2003
823,365,4,Institut Teknologi Bandung,Teknik Sipil,2007
824,366,1,,,2018
825,366,4,Universitas Negeri Jakarta,Teknik Informatika,2022
826,367,1,,,1983
827,367,4,Universitas Padjadjaran,Teknik Sipil,1987
828,368,1,,,2018
829,368,4,Universitas Diponegoro,Teknik Informatika,2022
830,369,1,,,2002
831,369,4,Universitas Negeri Yogyakarta,Teknik Sipil,2006
832,370,1,,,2008
833,370,4,Institut Pertanian Bogor,Sistem Informasi,2012
834,371,1,,,2005
835,371,4,Institut Pertanian Bogor,Hukum,2009
836,372,1,,,2011
837,372,4,Institut Teknologi Bandung,Administrasi Negara,2015
838,372,5,Universitas Brawijaya,Teknik Sipil,2017
839,373,1,,,2020
840,373,4,Universitas Sebelas Maret,Ilmu Komputer,2024
841,374,1,,,1986
842,374,4,Institut Teknologi Bandung,Administrasi Publik,1990
843,375,1,,,2020
844,375,4,BINUS University,Akuntansi,2024
845,376,1,,,1996
846,376,4,Telkom University,Kesehatan Masyarakat,2000
847,377,1,,,2017
848,377,4,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,2021
849,378,1,,,2009
850,378,4,Telkom University,Akuntansi,2013
851,378,5,BINUS University,Administrasi Negara,2015
852,379,1,,,1984
853,379,4,Universitas Indonesia,Sistem Informasi,1988
854,380,1,,,2005
855,380,4,Universitas Negeri Yogyakarta,Teknik Industri,2009
856,381,1,,,2003
857,381,4,Universitas Negeri Jakarta,Administrasi Publik,2007
858,382,1,,,2013
859,382,4,Universitas Negeri Yogyakarta,Hukum,2017
860,383,1,,,2010
861,383,4,Universitas Padjadjaran,Ilmu Komputer,2014
862,384,1,,,1998
863,384,4,Universitas Gadjah Mada,Teknik Sipil,2002
864,384,5,Universitas Negeri Yogyakarta,Akuntansi,2004
865,384,6,Universitas Indonesia,Ilmu Komputer,2008
866,385,1,,,1987
867,385,4,Universitas Sebelas Maret,Kesehatan Masyarakat,1991
868,386,1,,,1999
869,386,4,Universitas Sriwijaya,Kesehatan Masyarakat,2003
870,387,1,,,1997
871,387,4,Universitas Gadjah Mada,Statistika,2001
872,388,1,,,1983
873,388,4,BINUS University,Sistem Informasi,1987
874,388,5,Universitas Negeri Jakarta,Matematika,1989
875,389,1,,,2001
876,389,4,Universitas Sebelas Maret,Ilmu Komputer,2005
877,389,5,Telkom University,Teknik Sipil,2007
878,390,1,,,1995
879,390,4,Institut Pertanian Bogor,Kesehatan Masyarakat,1999
880,390,5,Universitas Negeri Yogyakarta,Manajemen,2001
881,391,1,,,2004
882,391,4,BINUS University,Matematika,2008
883,392,1,,,2013
884,392,4,Universitas Sriwijaya,Teknik Informatika,2017
885,392,5,Universitas Brawijaya,Administrasi Publik,2019
886,393,1,,,1988
887,393,4,Institut Teknologi Bandung,Ekonomi,1992
888,394,1,,,2009
889,394,4,Universitas Indonesia,Matematika,2013
890,395,1,,,1982
891,395,4,Universitas Sriwijaya,Kesehatan Masyarakat,1986
892,395,5,Institut Pertanian Bogor,Statistika,1988
893,396,1,,,1996
894,396,4,Universitas Negeri Jakarta,Statistika,2000
895,397,1,,,1983
896,397,4,Universitas Airlangga,Ilmu Komputer,1987
897,397,5,Institut Pertanian Bogor,Teknik Informatika,1989
898,398,1,,,2016
899,398,4,Telkom University,Ilmu Komputer,2020
900,399,1,,,1986
901,399,4,Universitas Sriwijaya,Administrasi Negara,1990
902,400,1,,,1988
903,400,4,Universitas Indonesia,Administrasi Negara,1992
904,401,1,,,2015
905,401,4,Universitas Padjadjaran,Akuntansi,2019
906,402,1,,,1995
907,402,4,Universitas Indonesia,Ekonomi,1999
908,403,1,,,1984
909,403,4,Universitas Brawijaya,Matematika,1988
910,404,1,,,1988
911,404,4,Universitas Hasanuddin,Hukum,1992
912,404,5,Institut Teknologi Bandung,Kesehatan Masyarakat,1994
913,405,1,,,2004
914,405,2,BINUS University,Manajemen,2007
915,406,1,,,1998
916,406,4,Telkom University,Manajemen,2002
917,407,1,,,2022
918,407,2,Universitas Negeri Jakarta,Administrasi Negara,2025
919,408,1,,,1991
920,408,4,Universitas Diponegoro,Statistika,1995
921,408,5,Universitas Padjadjaran,Teknik Informatika,1997
922,409,1,,,2016
923,409,4,Universitas Sriwijaya,Manajemen,2020
924,410,1,,,2002
925,410,4,Universitas Negeri Jakarta,Statistika,2006
926,411,1,,,1984
927,411,4,Universitas Sriwijaya,Teknik Sipil,1988
928,412,1,,,1996
929,412,4,Institut Pertanian Bogor,Sistem Informasi,2000
930,412,5,Universitas Airlangga,Administrasi Negara,2002
931,413,1,,,1996
932,413,4,Institut Pertanian Bogor,Administrasi Publik,2000
933,413,5,Institut Pertanian Bogor,Teknik Industri,2002
934,414,1,,,1999
935,414,4,BINUS University,Administrasi Negara,2003
936,414,5,Universitas Sriwijaya,Ekonomi,2005
937,414,6,Universitas Hasanuddin,Administrasi Publik,2009
938,415,1,,,2019
939,415,4,Universitas Padjadjaran,Kesehatan Masyarakat,2023
940,416,1,,,2008
941,416,4,Universitas Negeri Yogyakarta,Matematika,2012
942,417,1,,,2000
943,417,4,Telkom University,Teknik Informatika,2004
944,418,1,,,2021
945,418,4,BINUS University,Sistem Informasi,2025
946,419,1,,,2022
947,419,4,Universitas Negeri Yogyakarta,Teknik Sipil,2026
948,420,1,,,2009
949,420,4,Universitas Hasanuddin,Kesehatan Masyarakat,2013
950,420,5,Institut Teknologi Bandung,Kesehatan Masyarakat,2015
951,421,1,,,2014
952,421,4,Universitas Sriwijaya,Statistika,2018
953,422,1,,,1995
954,422,4,Telkom University,Hukum,1999
955,423,1,,,2008
956,423,4,Universitas Brawijaya,Ekonomi,2012
957,424,1,,,1997
958,424,4,Universitas Negeri Yogyakarta,Teknik Informatika,2001
959,425,1,,,2000
960,425,4,Institut Pertanian Bogor,Hukum,2004
961,425,5,Universitas Airlangga,Teknik Industri,2006
962,426,1,,,1985
963,426,4,Universitas Hasanuddin,Statistika,1989
964,426,5,Universitas Negeri Jakarta,Teknik Sipil,1991
965,427,1,,,2011
966,427,2,Telkom University,Akuntansi,2014
967,428,1,,,1986
968,428,4,Universitas Indonesia,Ekonomi,1990
969,429,1,,,1991
970,429,4,Universitas Indonesia,Akuntansi,1995
971,429,5,Universitas Airlangga,Akuntansi,1997
972,430,1,,,2004
973,430,4,BINUS University,Statistika,2008
974,431,1,,,1990
975,431,4,Universitas Diponegoro,Teknik Industri,1994
976,431,5,Universitas Sriwijaya,Ekonomi,1996
977,432,1,,,1988
978,432,4,Institut Pertanian Bogor,Matematika,1992
979,432,5,Universitas Negeri Jakarta,Administrasi Publik,1994
980,433,1,,,2018
981,433,4,Universitas Padjadjaran,Ekonomi,2022
982,434,1,,,1987
983,434,4,Universitas Hasanuddin,Akuntansi,1991
984,435,1,,,2016
985,435,4,Universitas Sriwijaya,Administrasi Negara,2020
986,436,1,,,2016
987,436,4,Universitas Indonesia,Statistika,2020
988,436,5,Universitas Brawijaya,Ekonomi,2022
989,437,1,,,2009
990,437,4,Universitas Brawijaya,Administrasi Negara,2013
991,438,1,,,2022
992,438,4,Universitas Indonesia,Teknik Informatika,2026
993,439,1,,,1995
994,439,4,Universitas Hasanuddin,Manajemen,1999
995,440,1,,,1994
996,440,4,Universitas Gadjah Mada,Ilmu Komputer,1998
997,441,1,,,1987
998,441,4,Universitas Airlangga,Sistem Informasi,1991
999,441,5,Universitas Gadjah Mada,Ilmu Komputer,1993
1000,441,6,Universitas Negeri Yogyakarta,Ilmu Komputer,1997
1001,442,1,,,1987
1002,442,4,BINUS University,Kesehatan Masyarakat,1991
1003,443,1,,,2020
1004,443,4,BINUS University,Administrasi Negara,2024
1005,444,1,,,1983
1006,444,4,BINUS University,Kesehatan Masyarakat,1987
1007,445,1,,,1984
1008,445,4,Telkom University,Manajemen,1988
1009,446,1,,,1992
1010,446,4,BINUS University,Ekonomi,1996
1011,446,5,Institut Pertanian Bogor,Akuntansi,1998
1012,447,1,,,2003
1013,447,4,Universitas Diponegoro,Statistika,2007
1014,448,1,,,2006
1015,448,4,Telkom University,Matematika,2010
1016,449,1,,,2018
1017,449,4,Universitas Padjadjaran,Administrasi Negara,2022
1018,450,1,,,1996
1019,450,4,Institut Teknologi Bandung,Ekonomi,2000
1020,450,5,Universitas Gadjah Mada,Ilmu Komputer,2002
1021,451,1,,,1996
1022,451,4,Institut Pertanian Bogor,Administrasi Publik,2000
1023,451,5,Telkom University,Akuntansi,2002
1024,452,1,,,1987
1025,452,4,Universitas Padjadjaran,Ilmu Komputer,1991
1026,452,5,Telkom University,Administrasi Negara,1993
1027,453,1,,,2010
1028,453,2,Telkom University,Teknik Sipil,2013
1029,454,1,,,2017
1030,454,4,Universitas Negeri Yogyakarta,Hukum,2021
1031,454,5,BINUS University,Manajemen,2023
1032,455,1,,,2013
1033,455,4,Universitas Hasanuddin,Manajemen,2017
1034,456,1,,,2018
1035,456,4,Universitas Diponegoro,Hukum,2022
1036,456,5,Universitas Airlangga,Sistem Informasi,2024
1037,457,1,,,1996
1038,457,4,Universitas Hasanuddin,Teknik Informatika,2000
1039,458,1,,,1988
1040,458,4,Universitas Airlangga,Administrasi Negara,1992
1041,459,1,,,2010
1042,459,4,Institut Pertanian Bogor,Administrasi Publik,2014
1043,460,1,,,1994
1044,460,4,Institut Pertanian Bogor,Teknik Industri,1998
1045,461,1,,,1995
1046,461,4,Universitas Diponegoro,Kesehatan Masyarakat,1999
1047,461,5,Universitas Sriwijaya,Teknik Industri,2001
1048,462,1,,,2011
1049,462,4,Universitas Gadjah Mada,Statistika,2015
1050,463,1,,,2000
1051,463,4,Universitas Hasanuddin,Hukum,2004
1052,463,5,Universitas Hasanuddin,Hukum,2006
1053,463,6,Universitas Padjadjaran,Ekonomi,2010
1054,464,1,,,2007
1055,464,4,Institut Teknologi Bandung,Teknik Industri,2011
1056,465,1,,,1993
1057,465,4,Universitas Sriwijaya,Statistika,1997
1058,466,1,,,1993
1059,466,4,Universitas Sriwijaya,Matematika,1997
1060,466,5,Institut Teknologi Bandung,Teknik Informatika,1999
1061,467,1,,,1991
1062,467,4,Universitas Indonesia,Ilmu Komputer,1995
1063,467,5,Universitas Padjadjaran,Administrasi Publik,1997
1064,468,1,,,1983
1065,468,4,Institut Teknologi Bandung,Teknik Industri,1987
1066,468,5,Universitas Gadjah Mada,Teknik Industri,1989
1067,469,1,,,2018
1068,469,4,Universitas Indonesia,Sistem Informasi,2022
1069,470,1,,,1983
1070,470,4,Universitas Hasanuddin,Kesehatan Masyarakat,1987
1071,470,5,Institut Pertanian Bogor,Administrasi Negara,1989
1072,471,1,,,2020
1073,471,4,Universitas Padjadjaran,Statistika,2024
1074,472,1,,,2000
1075,472,4,Universitas Padjadjaran,Sistem Informasi,2004
1076,473,1,,,2022
1077,473,4,Institut Pertanian Bogor,Teknik Sipil,2026
1078,474,1,,,1993
1079,474,4,Universitas Sriwijaya,Matematika,1997
1080,474,5,Universitas Gadjah Mada,Matematika,1999
1081,475,1,,,2000
1082,475,4,Universitas Padjadjaran,Ilmu Komputer,2004
1083,476,1,,,2011
1084,476,4,Universitas Sebelas Maret,Manajemen,2015
1085,477,1,,,2003
1086,477,4,Institut Pertanian Bogor,Manajemen,2007
1087,477,5,Universitas Gadjah Mada,Teknik Industri,2009
1088,478,1,,,1997
1089,478,4,Institut Teknologi Bandung,Statistika,2001
1090,478,5,BINUS University,Statistika,2003
1091,479,1,,,2000
1092,479,4,Universitas Negeri Jakarta,Ilmu Komputer,2004
1093,480,1,,,1999
1094,480,4,BINUS University,Sistem Informasi,2003
1095,480,5,Universitas Brawijaya,Hukum,2005
1096,481,1,,,1993
1097,481,4,Universitas Brawijaya,Matematika,1997
1098,482,1,,,2009
1099,482,4,Telkom University,Ekonomi,2013
1100,483,1,,,2002
1101,483,4,Universitas Padjadjaran,Statistika,2006
1102,484,1,,,1982
1103,484,4,Institut Pertanian Bogor,Manajemen,1986
1104,485,1,,,2017
1105,485,4,Universitas Sebelas Maret,Teknik Industri,2021
1106,485,5,Universitas Negeri Yogyakarta,Sistem Informasi,2023
1107,486,1,,,1987
1108,486,4,Universitas Airlangga,Statistika,1991
1109,487,1,,,2000
1110,487,4,Universitas Sebelas Maret,Hukum,2004
1111,488,1,,,2017
1112,488,4,Universitas Sebelas Maret,Administrasi Negara,2021
1113,489,1,,,2021
1114,489,4,Institut Pertanian Bogor,Hukum,2025
1115,490,1,,,1990
1116,490,4,Institut Pertanian Bogor,Teknik Industri,1994
1117,490,5,Institut Teknologi Bandung,Teknik Informatika,1996
1118,491,1,,,1990
1119,491,4,Universitas Gadjah Mada,Teknik Sipil,1994
1120,492,1,,,2007
1121,492,4,Universitas Indonesia,Teknik Industri,2011
1122,493,1,,,2014
1123,493,4,Universitas Diponegoro,Akuntansi,2018
1124,494,1,,,2014
1125,494,4,Universitas Airlangga,Hukum,2018
1126,495,1,,,1997
1127,495,4,Universitas Airlangga,Akuntansi,2001
1128,495,5,Universitas Indonesia,Hukum,2003
1129,496,1,,,2003
1130,496,4,Universitas Gadjah Mada,Administrasi Publik,2007
1131,497,1,,,1991
1132,497,4,Universitas Airlangga,Matematika,1995
1133,498,1,,,2020
1134,498,4,Universitas Padjadjaran,Matematika,2024
1135,499,1,,,1987
1136,499,4,Universitas Padjadjaran,Ilmu Komputer,1991
1137,500,1,,,2002
1138,500,4,Universitas Negeri Jakarta,Manajemen,2006
1139,500,5,Universitas Hasanuddin,Teknik Informatika,2008
1140,501,1,,,1986
1141,501,4,Institut Teknologi Bandung,Ekonomi,1990
1142,502,1,,,2011
1143,502,2,Universitas Negeri Yogyakarta,Ilmu Komputer,2014
1144,503,1,,,1982
1145,503,4,BINUS University,Matematika,1986
1146,503,5,Universitas Airlangga,Statistika,1988
1147,504,1,,,1988
1148,504,4,Universitas Gadjah Mada,Teknik Sipil,1992
1149,504,5,Universitas Diponegoro,Ilmu Komputer,1994
1150,505,1,,,1999
1151,505,4,Universitas Hasanuddin,Administrasi Publik,2003
1152,506,1,,,2003
1153,506,4,Universitas Gadjah Mada,Statistika,2007
1154,507,1,,,2010
1155,507,4,Universitas Negeri Yogyakarta,Manajemen,2014
1156,508,1,,,1985
1157,508,4,Universitas Padjadjaran,Ekonomi,1989
1158,508,5,Universitas Brawijaya,Sistem Informasi,1991
1159,509,1,,,2009
1160,509,4,Universitas Hasanuddin,Matematika,2013
1161,509,5,Universitas Indonesia,Teknik Sipil,2015
1162,510,1,,,2010
1163,510,4,Universitas Padjadjaran,Sistem Informasi,2014
1164,511,1,,,2006
1165,511,4,Universitas Hasanuddin,Teknik Informatika,2010
1166,512,1,,,1997
1167,512,4,BINUS University,Sistem Informasi,2001
1168,513,1,,,2005
1169,513,4,Universitas Indonesia,Ilmu Komputer,2009
1170,513,5,Universitas Indonesia,Teknik Sipil,2011
1171,514,1,,,1984
1172,514,4,Universitas Gadjah Mada,Kesehatan Masyarakat,1988
1173,514,5,BINUS University,Hukum,1990
1174,515,1,,,2001
1175,515,4,Universitas Hasanuddin,Teknik Industri,2005
1176,516,1,,,1990
1177,516,4,Universitas Indonesia,Administrasi Negara,1994
1178,516,5,Universitas Negeri Jakarta,Kesehatan Masyarakat,1996
1179,516,6,Universitas Diponegoro,Akuntansi,2000
1180,517,1,,,1985
1181,517,4,Universitas Padjadjaran,Ekonomi,1989
1182,518,1,,,1988
1183,518,4,Universitas Negeri Yogyakarta,Teknik Sipil,1992
1184,518,5,Universitas Negeri Jakarta,Teknik Sipil,1994
1185,519,1,,,1986
1186,519,4,Universitas Airlangga,Teknik Industri,1990
1187,519,5,Universitas Negeri Yogyakarta,Statistika,1992
1188,520,1,,,2021
1189,520,4,Universitas Hasanuddin,Hukum,2025
1190,521,1,,,2015
1191,521,4,Universitas Sriwijaya,Sistem Informasi,2019
1192,521,5,Universitas Indonesia,Statistika,2021
1193,522,1,,,2006
1194,522,4,Telkom University,Manajemen,2010
1195,523,1,,,1991
1196,523,4,Universitas Negeri Yogyakarta,Teknik Informatika,1995
1197,523,5,Universitas Negeri Jakarta,Teknik Sipil,1997
1198,524,1,,,2008
1199,524,4,Universitas Sebelas Maret,Statistika,2012
1200,525,1,,,2000
1201,525,4,Universitas Hasanuddin,Matematika,2004
1202,525,5,Universitas Negeri Yogyakarta,Administrasi Publik,2006
1203,526,1,,,2016
1204,526,4,BINUS University,Hukum,2020
1205,527,1,,,2019
1206,527,4,Universitas Gadjah Mada,Teknik Industri,2023
1207,528,1,,,2009
1208,528,2,Universitas Indonesia,Teknik Sipil,2012
1209,529,1,,,1992
1210,529,4,Institut Teknologi Bandung,Manajemen,1996
1211,530,1,,,2019
1212,530,4,Universitas Diponegoro,Ilmu Komputer,2023
1213,531,1,,,2020
1214,531,4,Universitas Negeri Yogyakarta,Teknik Industri,2024
1215,532,1,,,2008
1216,532,2,Universitas Sriwijaya,Teknik Informatika,2011
1217,533,1,,,1983
1218,533,4,Universitas Indonesia,Administrasi Negara,1987
