"riwayat_jabatan_id","pegawai_id","jabatan_id","instansi_id","tanggal_mulai","tanggal_selesai"
77268,290,13,7,2018-03-25,2022-03-25
77269,290,3,7,2022-03-25,
77270,291,5,23,2023-07-26,
77271,292,6,33,2025-09-18,
77272,293,15,15,2010-08-28,2015-08-28
77273,293,13,15,2015-08-28,2020-08-28
77274,293,4,15,2020-08-28,
77275,294,18,2,2025-02-18,
77276,295,7,21,2016-12-27,2019-12-27
77277,295,14,21,2019-12-27,2022-12-27
77278,295,22,21,2022-12-27,
77279,296,15,46,2025-12-04,
77280,297,18,5,2013-06-04,2017-06-04
77281,297,9,5,2017-06-04,2021-06-04
77282,297,8,5,2021-06-04,
77283,298,17,38,2023-05-22,
77284,299,8,20,2018-01-25,2022-01-25
77285,299,5,20,2022-01-25,
77286,300,6,18,2023-10-03,
77287,301,8,17,2021-08-07,2023-08-07
77288,301,15,17,2023-08-07,
77289,302,11,36,2024-01-02,
77290,303,14,33,2020-03-02,2023-03-02
77291,303,20,33,2023-03-02,
77292,304,15,35,2020-01-18,2023-01-18
77293,304,4,35,2023-01-18,
77294,305,4,35,2016-09-05,2019-09-05
77295,305,6,35,2019-09-05,2022-09-05
77296,305,17,35,2022-09-05,
77297,306,6,10,2013-09-13,2017-09-13
77298,306,22,10,2017-09-13,2021-09-13
77299,306,19,10,2021-09-13,
77300,307,8,13,2015-05-21,2018-05-21
77301,307,15,13,2018-05-21,2021-05-21
77302,307,9,13,2021-05-21,
77303,308,3,3,2023-01-22,
77304,309,16,9,2013-09-28,2017-09-28
77305,309,4,9,2017-09-28,2021-09-28
77306,309,7,9,2021-09-28,
77307,310,14,2,1993-11-20,2001-11-20
77308,310,12,2,2001-11-20,2009-11-20
77309,310,2,2,2009-11-20,2017-11-20
77310,310,10,2,2017-11-20,
77311,311,11,27,2023-10-23,
77312,312,10,15,2021-10-10,2023-10-10
77313,312,6,15,2023-10-10,
77314,313,21,31,2011-09-17,2016-09-17
77315,313,10,31,2016-09-17,2021-09-17
77316,313,19,31,2021-09-17,
77317,314,2,32,2017-10-14,2021-10-14
77318,314,10,32,2021-10-14,
77319,315,22,31,2019-07-18,2022-07-18
77320,315,4,31,2022-07-18,
77321,316,15,47,2010-06-23,2015-06-23
77322,316,11,47,2015-06-23,2020-06-23
77323,316,23,47,2020-06-23,
77324,317,15,16,2021-04-02,2023-04-02
77325,317,11,16,2023-04-02,
77326,318,7,34,2000-02-09,2006-02-09
77327,318,4,34,2006-02-09,2012-02-09
77328,318,6,34,2012-02-09,2018-02-09
77329,318,1,34,2018-02-09,
77330,319,8,35,2016-11-24,2019-11-24
77331,319,10,35,2019-11-24,2022-11-24
77332,319,21,35,2022-11-24,
77333,320,19,31,2016-03-06,2019-03-06
77334,320,1,31,2019-03-06,2022-03-06
77335,320,3,31,2022-03-06,
77336,321,10,14,2011-08-24,2016-08-24
77337,321,13,14,2016-08-24,2021-08-24
77338,321,14,14,2021-08-24,
77339,322,3,20,1995-07-17,2002-07-17
77340,322,23,20,2002-07-17,2009-07-17
77341,322,9,20,2009-07-17,2016-07-17
77342,322,1,20,2016-07-17,
77343,323,17,45,2017-07-13,2021-07-13
77344,323,18,45,2021-07-13,
77345,324,7,33,2020-09-03,2023-09-03
77346,324,5,33,2023-09-03,
77347,325,21,9,2023-06-03,
77348,326,11,16,2012-06-01,2016-06-01
77349,326,2,16,2016-06-01,2020-06-01
77350,326,20,16,2020-06-01,
77351,327,2,17,2016-05-16,2019-05-16
77352,327,18,17,2019-05-16,2022-05-16
77353,327,22,17,2022-05-16,
77354,328,6,37,2025-09-18,
77355,329,7,42,2024-03-24,
77356,330,17,35,2026-07-10,
77357,331,18,34,2005-03-02,2010-03-02
77358,331,8,34,2010-03-02,2015-03-02
77359,331,20,34,2015-03-02,2020-03-02
77360,331,1,34,2020-03-02,
77361,332,13,39,2006-07-23,2011-07-23
77362,332,17,39,2011-07-23,2016-07-23
77363,332,4,39,2016-07-23,2021-07-23
77364,332,23,39,2021-07-23,
77365,333,20,3,2015-07-10,2018-07-10
77366,333,19,3,2018-07-10,2021-07-10
77367,333,7,3,2021-07-10,
77368,334,11,2,2023-02-21,
77369,335,15,45,2018-11-07,2022-11-07
77370,335,2,45,2022-11-07,
77371,336,18,5,2021-05-20,2023-05-20
77372,336,17,5,2023-05-20,
77373,337,16,6,2024-05-13,
77374,338,3,32,2021-03-14,2023-03-14
77375,338,18,32,2023-03-14,
77376,339,5,39,2026-04-14,
77377,340,1,47,2007-02-09,2013-02-09
77378,340,16,47,2013-02-09,2019-02-09
77379,340,23,47,2019-02-09,
77380,341,12,6,2021-03-19,2023-03-19
77381,341,18,6,2023-03-19,
77382,342,15,9,2023-10-10,
77383,343,16,35,1999-06-26,2005-06-26
77384,343,4,35,2005-06-26,2011-06-26
77385,343,1,35,2011-06-26,2017-06-26
77386,343,5,35,2017-06-26,
77387,344,5,12,2013-08-18,2017-08-18
77388,344,15,12,2017-08-18,2021-08-18
77389,344,14,12,2021-08-18,
77390,345,2,42,2022-01-25,
77391,346,5,46,2015-10-13,2018-10-13
77392,346,15,46,2018-10-13,2021-10-13
77393,346,2,46,2021-10-13,
77394,347,20,18,2024-07-19,
77395,348,14,42,2012-03-13,2016-03-13
77396,348,5,42,2016-03-13,2020-03-13
77397,348,21,42,2020-03-13,
77398,349,21,38,2006-03-24,2011-03-24
77399,349,4,38,2011-03-24,2016-03-24
77400,349,10,38,2016-03-24,2021-03-24
77401,349,5,38,2021-03-24,
77402,350,1,23,2005-02-01,2010-02-01
77403,350,10,23,2010-02-01,2015-02-01
77404,350,13,23,2015-02-01,2020-02-01
77405,350,7,23,2020-02-01,
77406,351,17,24,2025-10-26,
77407,352,21,29,2022-01-18,
77408,353,12,40,2025-12-07,
77409,354,19,46,2018-04-25,2022-04-25
77410,354,17,46,2022-04-25,
77411,355,16,28,2025-06-07,
77412,356,12,40,2006-02-12,2011-02-12
77413,356,19,40,2011-02-12,2016-02-12
77414,356,18,40,2016-02-12,2021-02-12
77415,356,10,40,2021-02-12,
77416,357,18,14,2026-06-23,
77417,358,20,20,2019-04-18,2022-04-18
77418,358,21,20,2022-04-18,
77419,359,3,42,2017-10-28,2021-10-28
77420,359,4,42,2021-10-28,
77421,360,19,5,2025-05-18,
77422,361,18,27,2018-12-02,2022-12-02
77423,361,17,27,2022-12-02,
77424,362,2,14,2012-09-14,2016-09-14
77425,362,20,14,2016-09-14,2020-09-14
77426,362,4,14,2020-09-14,
77427,363,15,28,2023-09-27,
77428,364,16,22,2021-02-25,2023-02-25
77429,364,11,22,2023-02-25,
77430,365,15,42,2011-05-06,2016-05-06
77431,365,12,42,2016-05-06,2021-05-06
77432,365,9,42,2021-05-06,
77433,366,12,41,2022-06-19,
77434,367,1,47,2022-09-03,
77435,368,7,36,2022-09-04,
77436,369,4,40,2022-07-27,
77437,370,14,18,2016-10-03,2019-10-03
77438,370,16,18,2019-10-03,2022-10-03
77439,370,10,18,2022-10-03,
77440,371,17,16,2023-10-05,
77441,372,10,11,2017-07-14,2021-07-14
77442,372,2,11,2021-07-14,
77443,373,22,40,2025-07-13,
77444,374,22,14,2013-10-27,2017-10-27
77445,374,10,14,2017-10-27,2021-10-27
77446,374,4,14,2021-10-27,
77447,375,15,27,2026-02-06,
77448,376,13,25,2022-11-13,
77449,377,17,19,2022-06-05,
77450,378,6,39,2026-05-15,
77451,379,4,45,2024-04-19,
77452,380,18,19,2012-11-18,2016-11-18
77453,380,13,19,2016-11-18,2020-11-18
77454,380,3,19,2020-11-18,
77455,381,22,34,2019-01-03,2022-01-03
77456,381,3,34,2022-01-03,
77457,382,15,41,2021-11-01,2023-11-01
77458,382,8,41,2023-11-01,
77459,383,18,14,2020-10-28,2023-10-28
77460,383,7,14,2023-10-28,
77461,384,4,22,2016-01-01,2019-01-01
77462,384,6,22,2019-01-01,2022-01-01
77463,384,8,22,2022-01-01,
77464,385,8,35,2023-08-12,
77465,386,11,33,2003-02-03,2008-02-03
77466,386,18,33,2008-02-03,2013-02-03
77467,386,17,33,2013-02-03,2018-02-03
77468,386,22,33,2018-02-03,
77469,387,2,11,2005-02-02,2010-02-02
77470,387,14,11,2010-02-02,2015-02-02
77471,387,19,11,2015-02-02,2020-02-02
77472,387,11,11,2020-02-02,
77473,388,4,4,2004-07-20,2009-07-20
77474,388,22,4,2009-07-20,2014-07-20
77475,388,15,4,2014-07-20,2019-07-20
77476,388,19,4,2019-07-20,
77477,389,15,34,2022-01-08,
77478,390,23,15,2009-06-26,2014-06-26
77479,390,8,15,2014-06-26,2019-06-26
77480,390,10,15,2019-06-26,
77481,391,6,15,2015-06-11,2018-06-11
77482,391,10,15,2018-06-11,2021-06-11
77483,391,2,15,2021-06-11,
77484,392,10,6,2024-05-23,
77485,393,11,9,2013-09-01,2017-09-01
77486,393,6,9,2017-09-01,2021-09-01
77487,393,22,9,2021-09-01,
77488,394,1,29,2015-05-23,2018-05-23
77489,394,13,29,2018-05-23,2021-05-23
77490,394,23,29,2021-05-23,
77491,395,22,21,1991-01-25,1999-01-25
77492,395,5,21,1999-01-25,2007-01-25
77493,395,3,21,2007-01-25,2015-01-25
77494,395,1,21,2015-01-25,
77495,396,3,46,2012-01-09,2016-01-09
77496,396,10,46,2016-01-09,2020-01-09
77497,396,21,46,2020-01-09,
77498,397,17,18,1998-09-12,2005-09-12
77499,397,5,18,2005-09-12,2012-09-12
77500,397,6,18,2012-09-12,2019-09-12
77501,397,1,18,2019-09-12,
77502,398,7,28,2026-04-19,
77503,399,18,29,2007-10-07,2013-10-07
77504,399,11,29,2013-10-07,2019-10-07
77505,399,5,29,2019-10-07,
77506,400,22,35,1999-04-10,2005-04-10
77507,400,5,35,2005-04-10,2011-04-10
77508,400,11,35,2011-04-10,2017-04-10
77509,400,2,35,2017-04-10,
77510,401,11,44,2023-06-04,
77511,402,11,41,2005-06-20,2010-06-20
77512,402,10,41,2010-06-20,2015-06-20
77513,402,18,41,2015-06-20,2020-06-20
77514,402,9,41,2020-06-20,
77515,403,4,20,1994-04-14,2002-04-14
77516,403,14,20,2002-04-14,2010-04-14
77517,403,5,20,2010-04-14,2018-04-14
77518,403,3,20,2018-04-14,
77519,404,5,4,2004-05-04,2009-05-04
77520,404,14,4,2009-05-04,2014-05-04
77521,404,1,4,2014-05-04,2019-05-04
77522,404,4,4,2019-05-04,
77523,405,17,17,2025-12-14,
77524,406,3,36,2017-07-26,2021-07-26
77525,406,10,36,2021-07-26,
77526,407,18,6,2026-01-17,
77527,408,13,2,2020-12-06,2023-12-06
77528,408,3,2,2023-12-06,
77529,409,2,12,2020-09-24,2023-09-24
77530,409,22,12,2023-09-24,
77531,410,6,16,2008-03-19,2014-03-19
77532,410,19,16,2014-03-19,2020-03-19
77533,410,20,16,2020-03-19,
77534,411,15,45,2003-12-10,2008-12-10
77535,411,17,45,2008-12-10,2013-12-10
77536,411,11,45,2013-12-10,2018-12-10
77537,411,4,45,2018-12-10,
77538,412,9,44,2011-10-15,2016-10-15
77539,412,23,44,2016-10-15,2021-10-15
77540,412,5,44,2021-10-15,
77541,413,8,29,2021-06-22,2023-06-22
77542,413,15,29,2023-06-22,
77543,414,17,9,2003-08-20,2008-08-20
77544,414,7,9,2008-08-20,2013-08-20
77545,414,13,9,2013-08-20,2018-08-20
77546,414,14,9,2018-08-20,
77547,415,16,45,2024-10-09,
77548,416,12,23,2012-04-09,2016-04-09
77549,416,6,23,2016-04-09,2020-04-09
77550,416,14,23,2020-04-09,
77551,417,2,20,2013-11-01,2017-11-01
77552,417,17,20,2017-11-01,2021-11-01
77553,417,14,20,2021-11-01,
77554,418,9,35,2025-10-22,
77555,419,18,1,2026-06-06,
77556,420,6,24,2020-04-16,2023-04-16
77557,420,15,24,2023-04-16,
77558,421,18,19,2019-11-06,2022-11-06
77559,421,15,19,2022-11-06,
77560,422,16,40,2007-05-09,2013-05-09
77561,422,10,40,2013-05-09,2019-05-09
77562,422,4,40,2019-05-09,
77563,423,20,4,2019-12-04,2022-12-04
77564,423,14,4,2022-12-04,
77565,424,23,35,2002-03-10,2008-03-10
77566,424,18,35,2008-03-10,2014-03-10
77567,424,2,35,2014-03-10,2020-03-10
77568,424,22,35,2020-03-10,
77569,425,13,39,2017-01-27,2021-01-27
77570,425,7,39,2021-01-27,
77571,426,14,12,1995-06-06,2002-06-06
77572,426,10,12,2002-06-06,2009-06-06
77573,426,8,12,2009-06-06,2016-06-06
77574,426,16,12,2016-06-06,
77575,427,14,43,2019-10-14,2022-10-14
77576,427,13,43,2022-10-14,
77577,428,1,46,2014-12-25,2018-12-25
77578,428,4,46,2018-12-25,2022-12-25
77579,428,20,46,2022-12-25,
77580,429,17,44,2021-01-14,2023-01-14
77581,429,2,44,2023-01-14,
77582,430,12,14,2017-09-12,2021-09-12
77583,430,3,14,2021-09-12,
77584,431,14,34,2001-05-28,2007-05-28
77585,431,3,34,2007-05-28,2013-05-28
77586,431,8,34,2013-05-28,2019-05-28
77587,431,21,34,2019-05-28,
77588,432,19,37,2011-01-04,2016-01-04
77589,432,8,37,2016-01-04,2021-01-04
77590,432,4,37,2021-01-04,
77591,433,14,7,2025-08-21,
77592,434,21,20,2001-02-24,2007-02-24
77593,434,11,20,2007-02-24,2013-02-24
77594,434,15,20,2013-02-24,2019-02-24
77595,434,1,20,2019-02-24,
77596,435,11,20,2021-12-12,2023-12-12
77597,435,17,20,2023-12-12,
77598,436,5,14,2023-09-22,
77599,437,18,13,2019-10-22,2022-10-22
77600,437,13,13,2022-10-22,
77601,438,15,45,2026-07-01,
77602,439,21,25,2018-09-16,2022-09-16
77603,439,16,25,2022-09-16,
77604,440,5,11,2021-09-12,2023-09-12
77605,440,18,11,2023-09-12,
77606,441,1,47,1991-06-15,1999-06-15
77607,441,4,47,1999-06-15,2007-06-15
77608,441,7,47,2007-06-15,2015-06-15
77609,441,14,47,2015-06-15,
77610,442,20,31,1995-12-18,2002-12-18
77611,442,15,31,2002-12-18,2009-12-18
77612,442,4,31,2009-12-18,2016-12-18
77613,442,21,31,2016-12-18,
77614,443,14,29,2026-04-15,
77615,444,15,20,1997-12-12,2004-12-12
77616,444,10,20,2004-12-12,2011-12-12
77617,444,14,20,2011-12-12,2018-12-12
77618,444,8,20,2018-12-12,
77619,445,6,37,1995-11-20,2002-11-20
77620,445,20,37,2002-11-20,2009-11-20
77621,445,19,37,2009-11-20,2016-11-20
77622,445,4,37,2016-11-20,
77623,446,9,46,2012-02-20,2016-02-20
77624,446,1,46,2016-02-20,2020-02-20
77625,446,2,46,2020-02-20,
77626,447,6,23,2024-04-13,
77627,448,3,26,2010-12-24,2015-12-24
77628,448,5,26,2015-12-24,2020-12-24
77629,448,10,26,2020-12-24,
77630,449,18,34,2023-02-16,
77631,450,21,40,2002-09-25,2008-09-25
77632,450,19,40,2008-09-25,2014-09-25
77633,450,13,40,2014-09-25,2020-09-25
77634,450,4,40,2020-09-25,
77635,451,18,10,2018-04-25,2022-04-25
77636,451,15,10,2022-04-25,
77637,452,17,35,2006-12-14,2011-12-14
77638,452,6,35,2011-12-14,2016-12-14
77639,452,22,35,2016-12-14,2021-12-14
77640,452,23,35,2021-12-14,
77641,453,4,22,2021-04-05,2023-04-05
77642,453,14,22,2023-04-05,
77643,454,18,41,2022-06-09,
77644,455,19,19,2020-01-20,2023-01-20
77645,455,12,19,2023-01-20,
77646,456,7,32,2022-01-02,
77647,457,8,26,2017-05-05,2021-05-05
77648,457,22,26,2021-05-05,
77649,458,6,21,1996-11-28,2003-11-28
77650,458,23,21,2003-11-28,2010-11-28
77651,458,3,21,2010-11-28,2017-11-28
77652,458,4,21,2017-11-28,
77653,459,18,31,2019-03-25,2022-03-25
77654,459,23,31,2022-03-25,
77655,460,13,37,2024-10-04,
77656,461,5,33,2026-06-26,
77657,462,5,36,2021-04-16,2023-04-16
77658,462,15,36,2023-04-16,
77659,463,6,39,2025-03-01,
77660,464,7,21,2012-11-04,2016-11-04
77661,464,21,21,2016-11-04,2020-11-04
77662,464,3,21,2020-11-04,
77663,465,20,39,2024-11-18,
77664,466,16,17,2012-10-21,2016-10-21
77665,466,20,17,2016-10-21,2020-10-21
77666,466,2,17,2020-10-21,
77667,467,17,40,2025-12-20,
77668,468,18,9,1993-05-12,2001-05-12
77669,468,5,9,2001-05-12,2009-05-12
77670,468,14,9,2009-05-12,2017-05-12
77671,468,16,9,2017-05-12,
77672,469,10,33,2024-05-05,
77673,470,14,16,2006-10-03,2011-10-03
77674,470,19,16,2011-10-03,2016-10-03
77675,470,10,16,2016-10-03,2021-10-03
77676,470,18,16,2021-10-03,
77677,471,15,6,2025-03-08,
77678,472,6,6,2012-08-14,2016-08-14
77679,472,21,6,2016-08-14,2020-08-14
77680,472,15,6,2020-08-14,
77681,473,13,5,2026-06-06,
77682,474,21,37,2000-11-02,2006-11-02
77683,474,19,37,2006-11-02,2012-11-02
77684,474,23,37,2012-11-02,2018-11-02
77685,474,17,37,2018-11-02,
77686,475,21,15,2006-02-07,2011-02-07
77687,475,5,15,2011-02-07,2016-02-07
77688,475,12,15,2016-02-07,2021-02-07
77689,475,3,15,2021-02-07,
77690,476,8,41,2021-03-22,2023-03-22
77691,476,23,41,2023-03-22,
77692,477,9,37,2012-09-21,2016-09-21
77693,477,2,37,2016-09-21,2020-09-21
77694,477,6,37,2020-09-21,
77695,478,17,17,2010-08-04,2015-08-04
77696,478,14,17,2015-08-04,2020-08-04
77697,478,20,17,2020-08-04,
77698,479,10,3,2015-04-10,2018-04-10
77699,479,9,3,2018-04-10,2021-04-10
77700,479,13,3,2021-04-10,
77701,480,21,30,2003-08-09,2008-08-09
77702,480,16,30,2008-08-09,2013-08-09
77703,480,15,30,2013-08-09,2018-08-09
77704,480,1,30,2018-08-09,
77705,481,21,22,2013-07-15,2017-07-15
77706,481,12,22,2017-07-15,2021-07-15
77707,481,20,22,2021-07-15,
77708,482,4,41,2013-11-02,2017-11-02
77709,482,19,41,2017-11-02,2021-11-02
77710,482,7,41,2021-11-02,
77711,483,8,15,2016-04-03,2019-04-03
77712,483,2,15,2019-04-03,2022-04-03
77713,483,9,15,2022-04-03,
77714,484,1,29,2023-12-05,
77715,485,5,13,2022-04-18,
77716,486,19,22,2026-02-14,
77717,487,17,20,2011-03-28,2016-03-28
77718,487,21,20,2016-03-28,2021-03-28
77719,487,11,20,2021-03-28,
77720,488,15,23,2026-03-12,
77721,489,13,25,2026-06-09,
77722,490,15,32,1997-11-12,2004-11-12
77723,490,23,32,2004-11-12,2011-11-12
77724,490,16,32,2011-11-12,2018-11-12
77725,490,4,32,2018-11-12,
77726,491,2,29,2006-09-22,2011-09-22
77727,491,11,29,2011-09-22,2016-09-22
77728,491,4,29,2016-09-22,2021-09-22
77729,491,3,29,2021-09-22,
77730,492,2,9,2012-01-20,2016-01-20
77731,492,13,9,2016-01-20,2020-01-20
77732,492,17,9,2020-01-20,
77733,493,15,9,2018-10-10,2022-10-10
77734,493,8,9,2022-10-10,
77735,494,16,3,2018-02-17,2022-02-17
77736,494,9,3,2022-02-17,
77737,495,9,12,2023-09-18,
77738,496,6,4,2012-06-07,2016-06-07
77739,496,10,4,2016-06-07,2020-06-07
77740,496,9,4,2020-06-07,
77741,497,13,45,2018-12-15,2022-12-15
77742,497,2,45,2022-12-15,
77743,498,6,14,2025-09-03,
77744,499,19,23,1997-05-07,2004-05-07
77745,499,13,23,2004-05-07,2011-05-07
77746,499,14,23,2011-05-07,2018-05-07
77747,499,20,23,2018-05-07,
77748,500,7,26,2013-09-27,2017-09-27
77749,500,4,26,2017-09-27,2021-09-27
77750,500,23,26,2021-09-27,
77751,501,16,28,2004-04-19,2009-04-19
77752,501,11,28,2009-04-19,2014-04-19
77753,501,7,28,2014-04-19,2019-04-19
77754,501,22,28,2019-04-19,
77755,502,21,23,2022-08-10,
77756,503,16,46,1995-12-08,2002-12-08
77757,503,22,46,2002-12-08,2009-12-08
77758,503,3,46,2009-12-08,2016-12-08
77759,503,8,46,2016-12-08,
77760,504,19,14,2025-11-13,
77761,505,20,13,2005-10-17,2010-10-17
77762,505,14,13,2010-10-17,2015-10-17
77763,505,15,13,2015-10-17,2020-10-17
77764,505,16,13,2020-10-17,
77765,506,10,6,2021-07-05,2023-07-05
77766,506,23,6,2023-07-05,
77767,507,9,27,2017-03-09,2021-03-09
77768,507,11,27,2021-03-09,
77769,508,18,32,1996-04-06,2003-04-06
77770,508,17,32,2003-04-06,2010-04-06
77771,508,12,32,2010-04-06,2017-04-06
77772,508,9,32,2017-04-06,
77773,509,4,18,2023-01-21,
77774,510,13,13,2019-10-21,2022-10-21
77775,510,11,13,2022-10-21,
77776,511,17,44,2020-12-25,2023-12-25
77777,511,8,44,2023-12-25,
77778,512,12,6,2012-01-14,2016-01-14
77779,512,2,6,2016-01-14,2020-01-14
77780,512,5,6,2020-01-14,
77781,513,15,39,2019-12-02,2022-12-02
77782,513,20,39,2022-12-02,
77783,514,16,10,2023-03-03,
77784,515,17,2,2013-12-08,2017-12-08
77785,515,1,2,2017-12-08,2021-12-08
77786,515,2,2,2021-12-08,
77787,516,17,6,1998-11-09,2005-11-09
77788,516,6,6,2005-11-09,2012-11-09
77789,516,7,6,2012-11-09,2019-11-09
77790,516,8,6,2019-11-09,
77791,517,10,45,1989-07-11,1998-07-11
77792,517,6,45,1998-07-11,2007-07-11
77793,517,14,45,2007-07-11,2016-07-11
77794,517,2,45,2016-07-11,
77795,518,1,23,2026-04-01,
77796,519,3,33,2024-02-22,
77797,520,23,35,2026-05-01,
77798,521,8,39,2024-09-16,
77799,522,17,12,2014-02-06,2018-02-06
77800,522,16,12,2018-02-06,2022-02-06
77801,522,13,12,2022-02-06,
77802,523,13,31,2006-12-10,2011-12-10
77803,523,9,31,2011-12-10,2016-12-10
77804,523,23,31,2016-12-10,2021-12-10
77805,523,2,31,2021-12-10,
77806,524,15,7,2017-12-23,2021-12-23
77807,524,12,7,2021-12-23,
77808,525,12,39,2015-12-02,2018-12-02
77809,525,9,39,2018-12-02,2021-12-02
77810,525,20,39,2021-12-02,
77811,526,9,26,2024-02-27,
77812,527,10,24,2025-02-27,
77813,528,18,1,2019-07-16,2022-07-16
77814,528,21,1,2022-07-16,
77815,529,8,21,2002-03-12,2008-03-12
77816,529,14,21,2008-03-12,2014-03-12
77817,529,15,21,2014-03-12,2020-03-12
77818,529,6,21,2020-03-12,
77819,530,8,17,2025-07-01,
77820,531,6,27,2024-09-18,
77821,532,23,11,2020-05-25,2023-05-25
77822,532,18,11,2023-05-25,
77823,533,7,17,2010-04-10,2015-04-10
77824,533,2,17,2015-04-10,2020-04-10
77825,533,3,17,2020-04-10,
77826,534,10,2,2024-11-17,
77827,535,5,8,2026-04-23,
77828,536,15,14,1993-12-23,2001-12-23
77829,536,23,14,2001-12-23,2009-12-23
77830,536,10,14,2009-12-23,2017-12-23
77831,536,18,14,2017-12-23,
77832,537,22,45,2014-03-26,2018-03-26
77833,537,11,45,2018-03-26,2022-03-26
77834,537,15,45,2022-03-26,
77835,538,19,8,2021-11-26,2023-11-26
77836,538,7,8,2023-11-26,
77837,539,1,9,2026-05-23,
77838,540,21,15,2020-03-16,2023-03-16
77839,540,6,15,2023-03-16,
77840,541,9,25,2024-02-24,
77841,542,10,6,2007-01-11,2013-01-11
77842,542,6,6,2013-01-11,2019-01-11
77843,542,15,6,2019-01-11,
77844,543,17,47,2016-10-17,2019-10-17
77845,543,14,47,2019-10-17,2022-10-17
77846,543,6,47,2022-10-17,
77847,544,14,34,2018-06-23,2022-06-23
77848,544,11,34,2022-06-23,
77849,545,23,40,2023-04-21,
77850,546,19,5,2011-02-22,2016-02-22
77851,546,5,5,2016-02-22,2021-02-22
77852,546,11,5,2021-02-22,
77853,547,20,7,2007-11-11,2013-11-11
77854,547,10,7,2013-11-11,2019-11-11
77855,547,14,7,2019-11-11,
77856,548,22,13,2004-12-01,2009-12-01
77857,548,6,13,2009-12-01,2014-12-01
77858,548,1,13,2014-12-01,2019-12-01
77859,548,8,13,2019-12-01,
77860,549,9,46,2019-10-10,2022-10-10
77861,549,10,46,2022-10-10,
77862,550,21,46,2023-05-01,
77863,551,11,11,2026-07-13,
77864,552,23,31,2005-08-20,2010-08-20
77865,552,9,31,2010-08-20,2015-08-20
77866,552,6,31,2015-08-20,2020-08-20
77867,552,21,31,2020-08-20,
77868,553,19,32,2008-05-20,2014-05-20
77869,553,15,32,2014-05-20,2020-05-20
77870,553,7,32,2020-05-20,
77871,554,13,26,2000-04-06,2006-04-06
77872,554,16,26,2006-04-06,2012-04-06
77873,554,15,26,2012-04-06,2018-04-06
77874,554,4,26,2018-04-06,
77875,555,23,14,2024-09-06,
77876,556,6,11,2023-06-06,
77877,557,13,45,2005-06-10,2010-06-10
77878,557,20,45,2010-06-10,2015-06-10
77879,557,11,45,2015-06-10,2020-06-10
77880,557,6,45,2020-06-10,
77881,558,15,33,2024-07-22,
77882,559,18,39,2026-05-26,
77883,560,16,30,2018-02-19,2022-02-19
77884,560,2,30,2022-02-19,
77885,561,18,36,2025-09-09,
77886,562,2,25,2023-06-05,
77887,563,8,44,2018-09-14,2022-09-14
77888,563,16,44,2022-09-14,
77889,564,4,2,2017-10-19,2021-10-19
77890,564,1,2,2021-10-19,
77891,565,7,47,1991-03-11,1999-03-11
77892,565,9,47,1999-03-11,2007-03-11
77893,565,3,47,2007-03-11,2015-03-11
77894,565,12,47,2015-03-11,
77895,566,17,19,2021-10-25,2023-10-25
77896,566,6,19,2023-10-25,
77897,567,19,32,2024-01-01,
77898,568,6,31,2004-04-24,2009-04-24
77899,568,23,31,2009-04-24,2014-04-24
77900,568,4,31,2014-04-24,2019-04-24
77901,568,17,31,2019-04-24,
77902,569,17,24,2020-06-14,2023-06-14
77903,569,1,24,2023-06-14,
77904,570,4,33,2026-03-09,
77905,571,11,33,2015-01-21,2018-01-21
77906,571,1,33,2018-01-21,2021-01-21
77907,571,22,33,2021-01-21,
77908,572,22,31,2022-07-23,
77909,573,12,18,2018-12-05,2022-12-05
77910,573,16,18,2022-12-05,
77911,574,4,16,2007-08-18,2013-08-18
77912,574,14,16,2013-08-18,2019-08-18
77913,574,6,16,2019-08-18,
77914,575,11,47,2019-10-02,2022-10-02
77915,575,20,47,2022-10-02,
77916,576,8,47,2024-03-12,
77917,577,17,32,2005-07-06,2010-07-06
77918,577,20,32,2010-07-06,2015-07-06
77919,577,18,32,2015-07-06,2020-07-06
77920,577,5,32,2020-07-06,
77921,578,20,22,2013-05-27,2017-05-27
77922,578,23,22,2017-05-27,2021-05-27
77923,578,15,22,2021-05-27,
77924,579,6,23,2018-01-02,2022-01-02
77925,579,5,23,2022-01-02,
77926,580,13,43,2023-03-19,
77927,581,7,45,2000-12-09,2006-12-09
77928,581,2,45,2006-12-09,2012-12-09
77929,581,16,45,2012-12-09,2018-12-09
77930,581,19,45,2018-12-09,
77931,582,23,1,2024-06-07,
77932,583,21,46,2018-12-09,2022-12-09
77933,583,12,46,2022-12-09,
77934,584,7,23,2012-02-21,2016-02-21
77935,584,1,23,2016-02-21,2020-02-21
77936,584,8,23,2020-02-21,
77937,585,7,47,1996-08-24,2003-08-24
77938,585,12,47,2003-08-24,2010-08-24
77939,585,2,47,2010-08-24,2017-08-24
77940,585,1,47,2017-08-24,
77941,586,16,6,1998-06-11,2005-06-11
77942,586,7,6,2005-06-11,2012-06-11
77943,586,4,6,2012-06-11,2019-06-11
77944,586,15,6,2019-06-11,
77945,587,17,26,2024-08-01,
77946,588,22,10,2004-07-23,2009-07-23
77947,588,13,10,2009-07-23,2014-07-23
77948,588,1,10,2014-07-23,2019-07-23
77949,588,16,10,2019-07-23,
77950,589,13,29,2018-02-10,2022-02-10
77951,589,17,29,2022-02-10,
